,0,1,2,3
0,0.6300498120167786,0.8411901405646673,0.5825359253305955,0.7553427110944758
1,0.6932516296738157,0.5827501508621526,0.656916217336465,0.7935687186508839
2,0.6336766916337745,0.7396634202716045,0.5014465145470294,0.6788824039148981
3,0.558710194950857,0.7835451379673936,0.5100665949153848,0.7928547550953045
4,0.6917328784873701,0.7741681167699298,0.5909725460560208,0.689205099343555
5,0.6416577615034497,0.6704573411287327,0.6096678510131616,0.5565825042400929
6,0.5270301653523254,0.7746822372768841,0.7522470613050606,0.6595097654201598
7,0.5764809373180824,0.7979999206759382,0.6774497275893788,0.5968355564685669
8,0.6828429698963736,0.760431661333429,0.5919897466473315,0.7205111512085116
9,0.7823513373991015,0.8014314463608708,0.6099973099606071,0.7337030708681994
10,0.7090781435638686,0.8991842013633269,0.6431468580540486,0.7408118470845347
11,0.6909163508686689,0.8195202274839029,0.652762059219246,0.8104487203678806
12,0.642698663786307,0.829068160971461,0.7135918549760387,0.7660654942520322
13,0.7107665245596553,0.80525468543464,0.6148948737267623,0.7615093365238292
14,0.5507853736947453,0.6990264073091905,0.6442153934845744,0.7035992781474469
15,0.6783907642804488,0.7457973680935833,0.5474508008210793,0.7399438792725194
16,0.677232462244808,0.7494574035715615,0.5669273234525734,0.7143932328284817
17,0.6092212053821511,0.7949562890831573,0.6963843134899868,0.6622413062749656
18,0.690086579079364,0.7374139043870044,0.601461899657535,0.817746015343592
19,0.564890032178768,0.7479854778358721,0.5794690392328099,0.6189681620113452
20,0.5983715134693113,0.8283940496151173,0.5630578461850876,0.628037241550982
21,0.7180630805157434,0.7703244971476687,0.6380467598626216,0.6468552631132384
22,0.5817838982044308,0.8666923795263451,0.524771866210749,0.7380960116869929
23,0.5537169978103286,0.6473064988587538,0.5880842416418933,0.6540482121205976
24,0.5794564607397463,0.6355112385668346,0.61003259963176,0.6812962024374171
25,0.5858629811801906,0.7779466752406838,0.5525939587351729,0.7199617340516538
26,0.5685953317420346,0.7613661902578985,0.6529054182815099,0.5957188372328992
27,0.629015831507256,0.6757075013004546,0.5861638454107155,0.6721462734724443
28,0.614209206553304,0.8480681583149892,0.7122756401865087,0.7651637246825601
29,0.5465497818719424,0.9075617291056058,0.6996588724584918,0.6033699956141824
30,0.7336698837268735,0.871874680353459,0.6346189942825271,0.7507193422271736
31,0.6361313817243089,0.7019499339488373,0.689702047503359,0.6884407325587566
32,0.7142218690840411,0.8435389374418756,0.6226418185195494,0.6920865272392646
33,0.6693846029244082,0.8294220225426759,0.673489572286854,0.7085157898289149
34,0.6890246611087123,0.6626901276043335,0.621011058560004,0.5679782720497919
35,0.6335553664916151,0.6605980877653711,0.578386610025758,0.5515252185062696
36,0.6062370580389603,0.7206933840930284,0.6087364494599545,0.7088115810311347
37,0.6189041103818275,0.7284165990185704,0.5557803385534225,0.7039019646666866
38,0.7296631968983315,0.6331619760269109,0.5545037322581083,0.5173225099389899
39,0.6197352853292798,0.7877369041402226,0.7555076021714838,0.7000216042900166
40,0.6426244098003788,0.7531654609056266,0.6251772242093924,0.6247574986778679
41,0.7035564847636125,0.7816771343653176,0.5595957499931379,0.8219533751995225
42,0.612380126541954,0.8020116247533332,0.6151432169702693,0.4581186331749794
43,0.6225473167398428,0.6507184715988966,0.6959698176454154,0.6513382514800569
44,0.6066502369116288,0.6172676709155706,0.6313183741898163,0.6300017381803225
45,0.6704558765421212,0.9140864409729468,0.6188559651130944,0.8240786888776879
46,0.584521842881522,0.7486469272081905,0.7180981545053537,0.6754366160751112
47,0.6633937391913086,0.6683224727634164,0.5481180951272441,0.6740897827722133
48,0.6938204836988746,0.6288857873733177,0.7051050272245246,0.702151216683449
49,0.6395852926533703,0.6793220413536096,0.6070788727863234,0.6171094491015494
50,0.6617886962397255,0.8114278298181722,0.6956173584564567,0.651595243454464
51,0.5799481621229448,0.7573215001835487,0.6635822671597623,0.7503541516621197
52,0.6479802665018161,0.6843318275283814,0.6414833812323115,0.6431341105164312
53,0.6104539838796696,0.82552580780109,0.5820083706239308,0.7020935458870673
54,0.5756108078238364,0.7800273843924591,0.6050759308025785,0.7268023035174377
55,0.585173756841894,0.7753131067396026,0.5471814664905407,0.7718121827255547
56,0.5938171649650326,0.907892331475459,0.5222811949860758,0.7551325594087182
57,0.748426637346079,0.7965534554320873,0.641704410339294,0.6795410716769668
58,0.6539891761400324,0.7157154762922493,0.72640640208268,0.6630250961245066
59,0.6917214637998577,0.7854592088900357,0.5875719125288661,0.7606047775323943
60,0.5729730844381319,0.738218845588728,0.649381074849299,0.6711525472709641
61,0.697629918852833,0.6337536675899703,0.6988434830346735,0.6706081523774341
62,0.5152761116644486,0.7764673155207533,0.7569187322538236,0.7727094819153364
63,0.642045636942316,0.6720136811959696,0.6049087516544311,0.6651035835769961
64,0.7292481233045001,0.7663115912712422,0.6608816324738412,0.8057701740597808
65,0.519346414510813,0.6860471368727581,0.6179348335965134,0.6374633610598384
66,0.6941849545710082,0.7711740602586193,0.6348791823093789,0.6493323380139141
67,0.6459187277894651,0.7407451628640328,0.6759637816682407,0.8237171733745302
68,0.5859281283320704,0.7329140586570698,0.5388212047536038,0.7608521331555451
69,0.6317430554708995,0.8260889722958792,0.5856728026610113,0.639373295991901
70,0.6207615045478397,0.7130226549026666,0.6668797206216917,0.7047004016066929
71,0.6742966248492054,0.7169059368140859,0.6096944878953434,0.6764136620538601
72,0.5486696604443246,0.6871562058777323,0.6246578350949034,0.6879455466542037
73,0.7309451189870492,0.7421108429599504,0.5580396149837293,0.6208838565714446
74,0.7311054468342048,0.7444214895634226,0.4769004110743888,0.7463843694580874
75,0.6607122591151261,0.8503021697372172,0.6028645732316831,0.6530239261255474
76,0.7191418068439287,0.8537881236928544,0.7354859773214896,0.66893516308775
77,0.5953995297691753,0.7605200910586896,0.5077417015240174,0.7642688378760736
78,0.6101416000308064,0.7682092108122424,0.5678518379408388,0.6447546036488113
79,0.7529876777386273,0.7588410165192973,0.6117454747273786,0.7053084708391204
80,0.5473356907789556,0.7322630159542073,0.557051992612394,0.5734003904918866
81,0.6140360841783926,0.860145876174002,0.6348700737756233,0.6814577479655661
82,0.637210857770779,0.8324857026232945,0.7355626475213607,0.5804996934898509
83,0.5669936450572749,0.7359511094933231,0.6908973082965084,0.6773989354384313
84,0.6663219943358644,0.7894576139243477,0.647615347675756,0.7010893764941215
85,0.6690550761171336,0.6941479520531342,0.6661591442467159,0.6754797461328258
86,0.6688521034314473,0.7549915391526232,0.7392872188685521,0.6717220447917669
87,0.6143357189155499,0.8138853936579693,0.6633303214941293,0.58939357858308
88,0.6235428480260488,0.6258921502445884,0.5508305420412246,0.6787053367096917
89,0.6070161608212694,0.8016324027507561,0.6196597207070955,0.751729108944743
90,0.6693408377542555,0.7677349019439619,0.7523633693217696,0.711328975257616
91,0.6272618598877471,0.6932273090655938,0.49001388635486487,0.5552236470262862
92,0.6720259943818901,0.8361248160898505,0.6440250744170833,0.7237009968438177
93,0.573587730814689,0.905100392345113,0.6244389437761482,0.6220493411546179
94,0.6822541789464406,0.7373861029887689,0.4986024199304478,0.8219120612978359
95,0.5025056631094821,0.8016692262689052,0.6801460725730045,0.7285254700836622
96,0.6973480387361971,0.6716244234753027,0.693157991683487,0.6258355180213346
97,0.7230939991178374,0.7921089474252596,0.6350769194867145,0.598337556642271
98,0.7121591302670605,0.7931032973313076,0.5696935257174194,0.7885379208748207
99,0.7161383919564267,0.824762114812585,0.6244772679958778,0.6906068272839331
